movieInfo,movieCd,movieNm,movieNmEn,movieNmOg,showTm,prdtYear,openDt,prdtStatNm,typeNm,nations,nation,nationNm,genres,genre,genreNm,directors,director,peopleNm,peopleNmEn,actors,actor,cast,castEn,showTypes,showType,showTypeGroupNm,showTypeNm,companys,company,companyCd,companyNm,companyNmEn,companyPartNm,audits,audit,auditNo,watchGradeNm,staffs,staff,staffRoleNm,error
,20197277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HTTPSConnectionPool(host='www.kobis.or.kr', port=443): Max retries exceeded with url: /kobisopenapi/webservice/rest/movie/searchMovieInfo.xml?key=d14aa0e5e22073335b56c0ff83b76f1c&movieCd=20197277 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000195D6686210>, 'Connection to www.kobis.or.kr timed out. (connect timeout=10)'))"
,20197336,허슬러,Hustlers,,109,2019,20191127,개봉,장편,,,미국,,,드라마,,,줄리아 스타일즈,Julia Stiles,,,,,,,2D,디지털,,,20142369,(유)조이앤시네마,JOY N CINEMA,수입사,,,2019-MF02320,청소년관람불가,,,,
,20197356,라스트 미션,The Mule,,116,2018,20190314,개봉,장편,,,미국,,,드라마,,,마이클 페나,Michael Pena,,,,,,,2D,디지털,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2019-MF00196,15세이상관람가,,,,
,20197390,조조 래빗,JOJO RABBIT,,108,2019,20200205,개봉,장편,,,미국,,,전쟁,,,알피 알렌,Alfie Allen,,,,,,,2D,디지털,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2020-MF00122,12세이상관람가,,,,
,20197397,나의 청춘은 너의 것,Love the Way You Are,我的青春都是你,91,2019,20200429,개봉,장편,,,대만,,,멜로/로맨스,,,송위룡,Song Weilong,,,,,,,2D,디지털,,,20154928,(주)홈초이스,HOME CHOICE,배급사,,,2019-MF01697,12세이상관람가,,,,
,20197392,프렌드 존,Friend Zone,Qu ba! Nv shen bing tuan,119,2019,20191030,개봉,장편,,,태국,,,코미디,,,차야놉 분프라콥,Chayanop Boonprakob,,,,,,,2D,디지털,,,20139757,(주)엔케이컨텐츠,,수입사,,,2019-MF01680,12세이상관람가,,,,
,20197394,체크 히어로,Checkered Ninja,Ternet ninja,75,2018,20191023,개봉,장편,,,덴마크,,,어드벤처,,,남도형,NAM Do-hyung,,,체크 히어로 목소리,,,,2D,디지털 더빙,,,20062385,(주)나인플래너스,NINEPLANNERS,공동제공,,,2019-MF02157,전체관람가,,,,
,20197402,꼬마 자전거 스피디,Bikes,,75,2018,20191017,개봉,장편,,,스페인,,,어드벤처,,,마누엘 J. 가르시아,Manuel J. Garcia,,,,,,,2D,디지털 더빙,,,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,수입사,,,2019-MF02034,전체관람가,,,,
,20197423,공포의 묘지,Pet Sematary,,100,2018,20190410,개봉,장편,,,미국,,,스릴러,,,에이미 세이메츠,Amy Seimetz,,,,,,,4D,4D,,,20104469,파라마운트 픽쳐스,Paramount Pictures,제공,,,2019-MF00565,15세이상관람가,,,,
,20197483,1919 유관순,1919 Yu-kwan-sun,,79,2019,20190314,개봉,장편,,,한국,,,다큐멘터리,,,조혜빈,,,,간수1,,,,2D,디지털,,,20111211,(주)케이티알파,kt alpha,배급사,,,2019-MF00396,12세이상관람가,,,VFX 아티스트,
,20197503,서스페리아,Suspiria,,152,2018,20190516,개봉,장편,,,미국,,,공포(호러),,,클로이 모레츠,Chloe Moretz,,,패트리샤,,,,2D,디지털,,,20061964,(주)에스에이치엔터테인먼트그룹,,공동제공,,,2019-MF00409,청소년관람불가,,,,
,20197617,정글북: 마법 원정대,Savva,,80,2015,20190321,개봉,장편,,,러시아,,,판타지,,,막심 파디브,Maksim Fadeev,,,,,,,2D,디지털 더빙,,,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,수입사,,,2019-MF00429,전체관람가,,,,
,20197552,출동! 도토리 구조대,Get Squirrely,,82,2015,20190328,개봉,장편,,,미국,,,애니메이션,,,로스 베노커,Ross Venokur,,,,,,,2D,디지털 더빙,,,20142849,(주)영화사오원,,수입사,,,2018-MF02500,전체관람가,,,,
,20197434,자산어보,The Book of Fish,,126,2019,20210331,개봉,장편,,,한국,,,드라마,,,김민선,,,,북경사람2,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF02940,12세이상관람가,,,VFX 매니지먼트,
,20197691,잃어버린 세계를 찾아서,Missing Link,,94,2019,20191009,개봉,장편,,,미국,,,어드벤처,,,엠마 톰슨,Emma Thompson,,,,,,,2D,디지털 더빙,,,20140488,주식회사 더쿱,,수입사,,,2019-MF02048,전체관람가,,,,
,20197654,소울메이트,Soulmate,,123,2020,20230315,개봉,장편,,,한국,,,드라마,,,최영주,CHOI Young-ju,,,써클팅 남학생4,,,,2D,디지털 수화,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF00487 ,12세이상관람가,,,VFX 매니지먼트,
,20197721,엔젤 해즈 폴른,Angel Has Fallen,,120,2019,20191113,개봉,장편,,,미국,,,스릴러,,,파이퍼 페라보,Piper Perabo,,,,,,,2D,디지털,,,20161101,(주)제이앤씨미디어그룹,,제공,,,2019-MF02166,15세이상관람가,,,,
,20197723,킹 오브 프리즘 -샤이니 세븐 스타즈-,KING OF PRISM -Shiny Seven Stars-,プロローグ×ユキノジョウ×タイガ,70,2019,20190307,개봉,장편,,,일본,,,애니메이션,,,우치다 유우마,Yuma Uchida,,,스즈노 유우,,,,2D,디지털,,,20100185,동우에이앤이(주),Dongwoo A&E Co. Ltd.,수입사,,,2019-MF00310,12세이상관람가,,,,
,20197783,철벽선생,"My Teacher, My Love",センセイ君主,104,2018,20190314,개봉,장편,,,일본,,,멜로/로맨스,,,타케우치 료마,Ryoma Takeuchi,,,,,,,2D,디지털,,,20122956,(주)미디어캐슬,,수입사,,,2019-MF00312,12세이상관람가,,,,
,20197803,겨울왕국 2,Frozen 2,,103,2019,20191121,개봉,장편,,,미국,,,애니메이션,,,이현민,LEE Hyun-min,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2019-MF02288,전체관람가,,,애니메이션팀,
,20197278,라스트 크리스마스,Last Christmas,Last Christmas,102,2019,20191205,개봉,장편,,,미국,,,멜로/로맨스,,,헨리 골딩,Henry Golding,,,톰,Tom,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2019-MF02025,12세이상관람가,,,,
,20197853,잔칫날,Festival,,108,2020,20201202,개봉,장편,,,한국,,,가족,,,김영아,,,,경만 집 앞 아이들,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2020-MF02092 ,12세이상관람가,,,홍보/마케팅 진행,
,20197981,패트와 매트: 우당탕탕 크리스마스,Pat a Mat: Zimní radovánky,,77,2018,20191107,개봉,장편,,,체코,,,가족,,,마렉 베네슈,Marek BENES,,,,,,,2D,디지털 더빙,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공,,,2019-MF02283,전체관람가,,,,
,20197279,아담스 패밀리,The Addams Family,,86,2019,20191107,개봉,장편,,,캐나다,,,가족,,,폼 클레멘티에프,Pom Klementieff,,,,,,,2D,디지털 더빙,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2019-MF02121,전체관람가,,,,
,20197987,더 길티,The Guilty,Den skyldige,88,2018,20190327,개봉,장편,,,덴마크,,,스릴러,,,야곱 세데르그렌,Jakob Cedergren,,,,,,,2D,디지털,,,20142628,주식회사 씨네룩스,"CINE LUX Co., Ltd.",수입사,,,2019-MF00268,12세이상관람가,,,,
,20197846,악질경찰,Jo Pil-ho: The Dawning Rage,,127,2018,20190320,개봉,장편,,,한국,,,드라마,,,이경종,,,,검시관,,,,2D,디지털,,,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제공,,,2019-MF00018,청소년관람불가,,,DI팀,
,20197863,침입자,Intruder,,102,2019,20200604,개봉,장편,,,한국,,,스릴러,,,류연,RYU Yeon,,,대형상가 아주머니,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF00401 ,15세이상관람가,,,DI팀,
,20198023,고릴라와 슈퍼레이스,Louis & Nolan: The big Cheese Race,,77,2017,20190403,개봉,장편,,,노르웨이,,,애니메이션,,,라스무스 A. 실버르센,Rasmus A. Sivertsen,,,,,,,2D,디지털 더빙,,,20153568,(주)스톰픽쳐스코리아,STORM PICTURES KOREA,수입사,,,2019-MF00449,전체관람가,,,,
,20197283,이스케이프 룸,The Escape Room,,99,2018,20190314,개봉,장편,,,미국,,,스릴러,,,닉 도다니,Nik Dodani,,,,,,,2D,디지털,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2019-MF00376,15세이상관람가,,,,
,20198123,아틱,ARCTIC,,97,2017,20190327,개봉,장편,,,아이슬란드,,,드라마,,,마리아 셀마 사라도티르,Maria Thelma Smaradottir,,,,,,,2D,디지털,,,20142968,(주)콘텐츠판다,CONTENTS PANDA,제공,,,2019-MF00347,12세이상관람가,,,,
,20197922,다만 악에서 구하소서,DELIVER US FROM EVIL,,107,2019,20200805,개봉,장편,,,한국,,,액션,,,김원국,Won-kuk Kim,,,남미업자 목소리,,,,2D,디지털 영문자막,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF01269,15세이상관람가,,,기획,
,20198104,바이스,VICE,,132,2018,20190411,개봉,장편,,,미국,,,드라마,,,황석희,,,,,,,,2D,디지털,,,20142968,(주)콘텐츠판다,CONTENTS PANDA,수입사,,,2019-MF00446,15세이상관람가,,,기타,
,20198043,아픈 만큼 사랑한다,LOVE AS MUCH AS PAIN,,86,2019,20190403,개봉,장편,,,한국,,,다큐멘터리,,,이민준,,,,,,,,2D,디지털,,,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,제공,,,2019-MF00490,전체관람가,,,기타,
,20198056,아이 엠 우먼,I Am Woman,,116,2019,20210114,개봉,장편,,,호주,,,멜로/로맨스,,,에반 피터스,Evan Peters,,,,,,,2D,디지털,,,20121836,(주)버킷스튜디오,BUCKET STUDIO,제공,,,2020-MF02614 ,15세이상관람가,,,,
,20198146,콜레트,COLETTE,,112,2018,20190327,개봉,장편,,,헝가리,,,드라마,,,엘리너 톰린슨,Eleanor Tomlinson,,,,,,,2D,디지털,,,20190407,(주)팬엔터테인먼트,Pan Entertainment,제공,,,2019-MF00441,15세이상관람가,,,,
,20198053,나는 나를 해고하지 않는다,I Don’t Fire Myself,,111,2020,20210128,개봉,장편,,,한국,,,드라마,,,김난숙,KIM Nan-suk,,,마담,,,,2D,디지털 영문자막,,,20174882,(주)홍시쥔,,투자조합,,,2020-MF02714,12세이상관람가,,,배급진행,
,20198182,아내를 죽였다,Killed My Wife,,97,2019,20191211,개봉,장편,,,한국,,,액션,,,조동열,,,,담배여자,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2019-MF02434,15세이상관람가,,,배급진행,
,20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,,79,2019,20190425,개봉,장편,,,한국,,,가족,,,류상헌,,,,크라켄/ 시츄,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2019-MF00545,전체관람가,,,배급진행,
,20198161,미드나이트,Midnight,,103,2020,20210630,개봉,장편,,,한국,,,스릴러,,,황병현,HWANG Byung-hyun,,,해변녀,,,,2D,디지털,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2021-MF01357 ,15세이상관람가,,,메이킹필름,
,20198315,캔 유 킵 어 시크릿?,Can You Keep a Secret?,,94,2019,20191107,개봉,장편,,,미국,,,멜로/로맨스,,,레버른 콕스,Laverne Cox,,,시빌,,,,2D,디지털,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공,,,2019-10-23,15세이상관람가,,,,
,20198291,로켓맨,Rocketman,,121,2019,20190605,개봉,장편,,,미국,,,판타지,,,제이미 벨,Jamie Bell,,,,,,,2D,디지털,,,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,수입사,,,2019-MF00994,15세이상관람가,,,,
,20198184,빅 2: 황금열쇠 대소동,Norm of the North: Keys to the Kingdom,,91,2017,20191030,개봉,장편,,,인도,,,어드벤처,,,최정윤,,,,베나,,,,2D,디지털 더빙,,,20141848,(주)이놀미디어,,제공,,,2019-MF02137,전체관람가,,,,
,20198403,파이브 피트,Five Feet Apart,,116,2019,20190410,개봉,장편,,,미국,,,멜로/로맨스,,,모이세스 아리아스,Moises Arias,,,,,,,2D,디지털,,,20100634,(주)누리픽쳐스,NOORI PICTURES,수입사,,,2019-MF00491,15세이상관람가,,,,
,20198317,인생은 아름다워,Life is Beautiful,,122,2020,20220928,개봉,장편,,,한국,,,뮤지컬,,,김기범,,,,안무팀,,,,4D,4D,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF02660 ,12세이상관람가,,,홍보/마케팅 진행,
,20198323,레드슈즈,Red Shoes,,92,2019,20190725,개봉,장편,,,한국,,,멜로/로맨스,,,류상헌,,,,애버리지,,,,3D,3D 디지털,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2019-MF01492,전체관람가,,,배급진행,
,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,The Haunted House: The Sky Ghost VS Jormungandr,,96,2019,20191219,개봉,장편,,,한국,,,애니메이션,,,김대현,,,,기장,,,,4D,4D,,,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공,,,2019-MF02469,전체관람가,,,배급진행,
,20198430,나이브스 아웃,KNIVES OUT,,130,2018,20191204,개봉,장편,,,미국,,,스릴러,,,황석희,,,,,,,,2D,디지털,,,20141648,(주)올스타엔터테인먼트,,수입사,,,MF02354,12세이상관람가,,,기타,
,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN),,108,2020,20200205,개봉,장편,,,미국,,,범죄,,,엘라 제이 바스코,Ella Jay Basco,,,,,,,ScreenX,ScreenX,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2020-MF00129,15세이상관람가,,,,
,20198421,좀비랜드: 더블 탭,Zombieland: Double Tap,,98,2019,20191113,개봉,장편,,,미국,,,공포(호러),,,엠마 스톤,Emma Stone,,,,,,,2D,디지털,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2019-MF02267,15세이상관람가,,,,
,20198482,드림,Dream,,125,2023,20230426,개봉,장편,,,한국,,,드라마,,,서민부,SEO Min-bu,,,홈리스 축구단6,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF01072 ,12세이상관람가,,,DI팀,
,20198429,자백,Confession,,105,2020,20221026,개봉,장편,,,한국,,,스릴러,,,공진엽,,,,인양작업반장,,,,2D,디지털 수화,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF02517,15세이상관람가,,,VFX 아티스트,
,20198526,쓰리 세컨즈,Three Seconds,,133,2019,20190620,개봉,장편,,,러시아,,,드라마,,,존 사베지,John Savage,,,,,,,2D,디지털,,,20199963,주식회사씨앤에스트레이드,"C&S Trade Co.,Ltd.",수입사,,,2019-MF01102,12세이상관람가,,,,
,20198414,시동,START-UP,,101,2019,20191218,개봉,장편,,,한국,,,드라마,,,홍은경,,,,라디오기상캐스터,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2019-MF02518,15세이상관람가,,,DI팀,
,20198453,롱 리브 더 킹: 목포 영웅,Long Live the King,,117,2019,20190619,개봉,장편,,,한국,,,드라마,,,이현창,,,,팔룡나이트 웨이터,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2019-MF01030,15세이상관람가,,,VFX 매니지먼트,
,20198501,빛과 철,Black Light,,106,2020,20210218,개봉,장편,,,한국,,,드라마,,,윤재훈,YOON Jae-hun,,,구급대원,,,,2D,디지털 영문자막,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2021-MF00128,12세이상관람가,,,VFX 슈퍼바이저,
,20198598,명탐정 피카츄,Pokemon Detective Pikachu,,104,2019,20190509,개봉,장편,,,미국,,,코미디,,,와타나베 켄,Ken Watanabe,,,,,,,ScreenX,ScreenX,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2019-MF00831 ,전체관람가,,,,
,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,Fate/stay night [Heaven's Feel] II.lost butterfly,,117,2019,20190321,개봉,장편,,,일본,,,판타지,,,카와스미 아야코,Ayako Kawasumi,,,세이버,,,,4D,4D,,,20137515,(주)애니플러스,ANIPLUS,수입사,,,2019-MF00422,15세이상관람가,,,,
,20198597,교회오빠,A Job Who Is near Us,,84,2019,20190516,개봉,장편,,,한국,,,다큐멘터리,,,윤현신,,,,우리들 교회 목사,,,,2D,디지털,,,20172721,커넥트픽쳐스(주),CONNECT PICTURES INC.,배급사,,,2019-MF00497,전체관람가,,,홍보/마케팅 진행,
,20198663,고백,Go Back,,99,2020,20210224,개봉,장편,,,한국,,,범죄,,,정동호,,,,TV목소리,,,,2D,디지털,,,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사,,,2021-MF00002,15세이상관람가,,,배급진행,
,20198681,쥬만지: 넥스트 레벨,Jumanji : The Next Level,,122,2019,20191211,개봉,장편,,,미국,,,액션,,,아콰피나,Awkwafina,,,,,,,ScreenX,ScreenX,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2019-MF02467,12세이상관람가,,,,
,20198676,타오르는 여인의 초상,Portrait of a Lady on Fire,,121,2019,20200116,개봉,장편,,,프랑스,,,드라마,,,노에미 멜랑,Noemie Merlant,,,,,,,2D,디지털,,,20123058,그린나래미디어(주),GREEN NARAE MEDIA,수입사,,,2019-MF02573,15세이상관람가,,,,
,20198461,리멤버,REMEMBER,,128,2020,20221026,개봉,장편,,,한국,,,드라마,,,이서익,,,,최형사,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF02027,15세이상관람가,,,DI팀,
,20198701,"미안해요, 리키",SORRY WE MISSED YOU,,101,2019,20191219,개봉,장편,,,프랑스,,,드라마,,,데이브 터너,Dave Turner,,,,,,,2D,디지털,,,20100631,(주)영화사 진진,JINJIN Pictures,수입사,,,2019-MF02253,12세이상관람가,,,,
,20198818,프린스 코기,The Queen's Corgi,,82,2019,20191224,개봉,장편,,,벨기에,,,애니메이션,,,최정현,,,,마가렛 목소리,,,,2D,디지털 더빙,,,20142048,(주)이수C&E,,수입사,,,2019-MF02388,전체관람가,,,,
,20198844,아이 엠 마더,Peppermint,,101,2018,20190411,개봉,장편,,,미국,,,스릴러,,,존 갤러거 주니어,John Gallagher Jr.,,,,,,,2D,디지털,,,20190407,(주)팬엔터테인먼트,Pan Entertainment,제공,,,2019-MF00596,15세이상관람가,,,,
,20198942,아이리시맨,The Irishman,,208,2019,20191120,개봉,장편,,,미국,,,스릴러,,,하비 케이틀,Harvey Keitel,,,,,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,배급사,,,2019-MF02293,청소년관람불가,,,,
,20198912,노무현과 바보들,President ROH Moo-hyun and Fools,,92,2019,20190418,개봉,장편,,,한국,,,다큐멘터리,,,김영숙,,,,,,,,2D,디지털,,,20190501,오키넷,,제공,,,2019-MF00552,12세이상관람가,,,광고디자인,
,20198890,아이즈 온 미 : 더 무비,EYES ON ME : THE MOVIE,,104,2019,20200610,개봉,장편,,,한국,,,공연,,,방준식,,,,장원영,,,,ScreenX,ScreenX,,,20203082,씨제이포디플렉스 주식회사,CJ 4DPLEX,배급사,,,2019-MF02242 ,전체관람가,,,배급진행,
,20198961,더 킹: 헨리 5세,The King,,140,2019,20191023,개봉,장편,,,네덜란드,,,드라마,,,릴리 로즈 멜로디 뎁,Lily-Rose Melody Depp,,,캐서린,,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,배급사,,,2019-MF02176,청소년관람불가,,,,
,20198962,결혼 이야기,Marriage Story,,136,2019,20191127,개봉,장편,,,영국,,,코미디,,,로라 던,Laura Dern,,,,,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,배급사,,,2019-MF02355,15세이상관람가,,,,
,20199063,빅샤크2: 해저2만리,Happy Little Submarine : 20000 Leagues under the Sea,,74,2018,20190606,개봉,장편,,,중국,,,어드벤처,,,민아,,,,베스 목소리,,,,2D,디지털 더빙,,,20139075,(주)히스토리필름,,수입사,,,2019-MF00822,전체관람가,,,,
,20199189,미스 스티븐스,Miss Stevens,,86,2016,20190502,개봉,장편,,,미국,,,드라마,,,앤서니 퀸틀,Anthony Quintal,,,,,,,2D,디지털,,,20063009,(주)티캐스트,TCast,수입사,,,2019-MF00314,12세이상관람가,,,,
,20199022,관계의 가나다에 있는 우리는,The ABCs of Our Relationship,,100,2019,20210128,개봉,장편,,,한국,,,드라마,,,최안나,,,,,,,,2D,디지털 영문자막,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2020-MF00449,전체관람가,,,VFX 아티스트,
,20199118,어쩌다 룸메이트,How Long Will I Love U,超时空同居,101,2018,20191113,개봉,장편,,,중국,,,멜로/로맨스,,,동려아,Tong Liya,,,소초,,,,2D,디지털,,,20139095,(주)퍼스트런,First Run Inc.,수입사,,,2019-MF02196,12세이상관람가,,,,
,20198982,크게 될 놈,,,108,2018,20190418,개봉,장편,,,한국,,,드라마,,,김형일,,,,교도소 제소자들,,,,2D,디지털,,,20142849,(주)영화사오원,,배급사,,,2019-MF00494,15세이상관람가,,,VFX 아티스트,
,20199428,크롤,CRAWL,,87,2019,20191127,개봉,장편,,,미국,,,스릴러,,,샘 레이미,Sam Raimi,,,,,,,2D,디지털,,,20104469,파라마운트 픽쳐스,Paramount Pictures,제공,,,2019-MF02053,15세이상관람가,,,제작,
,20199302,테스와 보낸 여름,My Extraordinary Summer with Tess,Mijn bijzonder rare week met Tess,84,2019,20200910,개봉,장편,,,네덜란드,,,드라마,,,제니퍼 호프만,Jennifer Hoffman,,,,,,,2D,디지털,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,공동제공,,,2020-MF00870,전체관람가,,,,
,20199446,원스 어폰 어 타임... 인 할리우드,Once Upon a Time... in Hollywood,,161,2019,20190925,개봉,장편,,,미국,,,코미디,,,황석희,,,,,,,,2D,디지털,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2019-MF01641,청소년관람불가,,,기타,
,20199623,고양이 여행 리포트,The Travelling Cat Chronicles,旅猫リポート,119,2018,20190509,개봉,장편,,,일본,,,드라마,,,다케우치 유코,Yuko Takeuchi,,,,,,,2D,디지털,,,20111472,(주)51k,,공동제공,,,2019-MF00425,전체관람가,,,,
,20199576,러브 앳,Love at Second Sight,Mon inconnue,118,2019,20191127,개봉,장편,,,벨기에,,,코미디,,,프랑수아 시빌,Francois Civil,,,,,,,2D,디지털,,,20061727,(주)크리픽쳐스,Cree Pictures Co.Ltd,수입사,,,2019-MF02274,12세이상관람가,,,,
,20199448,어린 의뢰인,My First Client,,114,2019,20190522,개봉,장편,,,한국,,,가족,,,엄혜정,,,,옆집남자,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2019-MF00619,12세이상관람가,,,기획진행,
,20199581,닥터 두리틀,Dolittle,,101,2019,20200108,개봉,장편,,,미국,,,어드벤처,,,크레이그 로빈슨,Craig Robinson,,,,,,,4D,4D,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2019-MF02646,전체관람가,,,,
,20199630,어른들은 몰라요,Young Adult Matters,,127,2020,20210415,개봉,장편,,,한국,,,드라마,,,유현아,,,,모텔앞행인1,,,,2D,디지털 영문자막,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF01701 ,청소년관람불가,,,기타,
,20199736,프렌즈: 둥지탈출,Manou the Swift,,87,2019,20190501,개봉,장편,,,독일,,,코미디,,,안드레아 블록,Andrea Block,,,,,,,2D,디지털 더빙,,,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,수입사,,,2019-MF00727,전체관람가,,,,
,20199541,미션 파서블,MISSION: POSSIBLE,,104,2020,20210217,개봉,장편,,,한국,,,액션,,,정아린,,,,호텔꼬마 엄마,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2020-MF03083,15세이상관람가,,,온라인마케팅,
,20199814,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,KING OF PRISM -Shiny Seven Stars- II,KING OF PRISM -Shiny Seven Stars- II カケル×ジョージ×ミナト,70,2019,20190404,개봉,장편,,,일본,,,애니메이션,,,히시다 마사카즈,Masakazu Hishida,,,,,,,2D,디지털,,,20100185,동우에이앤이(주),Dongwoo A&E Co. Ltd.,수입사,,,2019-MF00512,12세이상관람가,,,,
,20199500,뜨거운 피,Hot Blooded,,119,2020,20220323,개봉,장편,,,한국,,,드라마,,,이상헌,,,,아미 패거리5,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF00058,15세이상관람가,,,VFX 아티스트,
,20199815,밥정,The Wandering Chef,,82,2019,20201007,개봉,장편,,,한국,,,드라마,,,김나영,,,,,,,,2D,디지털 가치봄,,,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사,,,2020-MF00215 ,전체관람가,,,기타,
,20199867,프란치스코 교황 : 맨 오브 히스 워드,Pope Francis: A Man of His Word,,96,2018,20191121,개봉,장편,,,프랑스,,,다큐멘터리,,,프란치스코,FrancisJorge Mario Bergoglio,,,본인,,,,2D,디지털,,,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,수입사,,,2019-MF02174,전체관람가,,,,
,20199822,더 보이,Brightburn,,90,2019,20190523,개봉,장편,,,미국,,,SF,,,데이빗 덴맨,David Denman,,,,,,,2D,디지털,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2019-MF00787,15세이상관람가,,,,
,20199842,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,미국,,,공포(호러),,,알디스 호지,Aldis Hodge,,,,,,,IMAX,IMAX,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2020-MF00293,15세이상관람가,,,,
,20199923,라플라스의 마녀,Laplace's Witch,ラプラスの魔女,115,2018,20190509,개봉,장편,,,일본,,,스릴러,,,릴리 프랭키,Lily Franky,,,,,,,2D,디지털,,,20100355,주식회사 루믹스미디어,Lumixmedia Inc.,수입사,,,2019-MF00593,12세이상관람가,,,,
,20199949,벤 이즈 백,Ben is Back,,103,2018,20190509,개봉,장편,,,미국,,,드라마,,,코트니 B. 반스,Courtney B. Vance,,,,,,,2D,디지털,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공,,,2019-MF00284,15세이상관람가,,,,
