rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
10,10,-1,OLD,20202204,더 렌탈 : 소리없는 감시자,2020-09-16,3111500,1.0,-99000,-3.1,58977280,382,-12,-3.0,7334,122,160,20200922,더 렌탈 : 소리없는 감시자,The Rental,,88,2020,20200916,개봉,장편,,,,공포(호러)|스릴러,미국,데이브 프랑코,댄 스티븐스|알리슨 브리|셰일라 밴드,,(주)제이앤씨미디어그룹
1,1,0,NEW,20190601,디바,2020-09-23,122864260,24.2,122864260,100.0,125608260,15489,15489,100.0,15734,831,3088,20200923,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
2,2,0,NEW,20178401,검객,2020-09-23,106312600,20.9,106312600,100.0,112927600,13085,13085,100.0,13820,623,2056,20200923,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
3,3,-2,OLD,20201122,테넷,2020-08-26,111754960,22.0,-22664300,-16.9,14541916380,12970,-1908,-12.8,1579864,781,1903,20200923,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
4,4,-2,OLD,20193822,뮬란,2020-09-17,65863120,13.0,-20341280,-23.6,1596452820,7559,-2962,-28.2,181986,732,1910,20200923,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
5,5,0,NEW,20202341,아웃포스트,2020-09-23,32383930,6.4,32383930,100.0,32383930,4130,4130,100.0,4130,391,707,20200923,아웃포스트,The Outpost,,123,2020,20200923,개봉,장편,,,,전쟁|드라마,미국,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸,,(주)제이앤씨미디어그룹
6,6,-3,OLD,20193666,오! 문희,2020-09-02,17426420,3.4,-13407060,-43.5,2386784080,2471,-1918,-43.7,295962,327,548,20200923,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
7,7,0,NEW,20201968,반교: 디텐션,2020-08-13,8000000,1.6,8000000,100.0,324596250,1600,1600,100.0,36064,11,11,20200923,반교: 디텐션,Detention,返校 Detention,102,2019,20200813,개봉,장편,,,,공포(호러),기타,존 쉬,왕정|증경화|부맹백,,(주)팝엔터테인먼트
8,8,-4,OLD,20201687,기기괴괴 성형수,2020-09-09,11381200,2.2,-3549900,-23.8,702703100,1363,-464,-25.4,78995,165,338,20200923,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
9,9,-3,OLD,20205001,도망친 여자,2020-09-17,3156980,0.6,-1168400,-27.0,47202670,394,-170,-30.1,5580,90,110,20200923,도망친 여자,The Woman Who Ran,,77,2019,20200917,개봉,장편,,,,드라마,한국,홍상수,김민희|서영화|송선미|김새벽|권해효,(주)영화제작전원사 ,(주)영화제작전원사 |(주)콘텐츠판다
10,10,0,NEW,20181162,돌멩이,2020-10-15,2205000,0.4,2205000,100.0,2205000,245,245,100.0,245,5,5,20200923,돌멩이,Stone Skipping,,106,2018,20201015,개봉,장편,,,,드라마,한국,김정식,김대명|송윤아|김의성|전채은|이중옥,(주)영화사테이크,(주)리틀빅픽쳐스
1,1,0,NEW,20204684,브레이크 더 사일런스: 더 무비,2020-09-24,187023000,28.0,187023000,100.0,187023000,21585,21585,100.0,21585,205,1054,20200924,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,,89,2020,20200924,개봉,장편,,,,다큐멘터리,한국,박준수,김남준|김석진|민윤기|정호석|박지민,(주)하이브,씨지브이 아이스콘
2,2,-1,OLD,20190601,디바,2020-09-23,108418660,16.2,-14445600,-11.8,234026920,13578,-1911,-12.3,29312,820,2946,20200924,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
3,3,0,OLD,20201122,테넷,2020-08-26,103332450,15.5,-8422510,-7.5,14645248830,11925,-1045,-8.1,1591789,741,1797,20200924,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
4,4,-2,OLD,20178401,검객,2020-09-23,92251770,13.8,-14060830,-13.2,205179370,11479,-1606,-12.3,25299,640,2053,20200924,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
5,5,-1,OLD,20193822,뮬란,2020-09-17,48476220,7.3,-17386900,-26.4,1644929040,5721,-1838,-24.3,187707,652,1623,20200924,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
6,6,-1,OLD,20202341,아웃포스트,2020-09-23,32035440,4.8,-348490,-1.1,64419370,4145,15,0.4,8275,417,744,20200924,아웃포스트,The Outpost,,123,2020,20200923,개봉,장편,,,,전쟁|드라마,미국,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸,,(주)제이앤씨미디어그룹
7,7,-1,OLD,20193666,오! 문희,2020-09-02,23127530,3.5,5701110,32.7,2409911610,3304,833,33.7,299266,320,500,20200924,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
8,8,0,NEW,20196271,강철비2: 정상회담,2020-07-29,4736000,0.7,4736000,100.0,14641818110,2338,2338,100.0,1784208,9,12,20200924,강철비2: 정상회담,Steel Rain2: Summit,,131,2019,20200729,개봉,장편,,,,드라마|액션,한국,양우석,정우성|유연석|곽도원|앵거스 맥페이든|신정근,(주)스튜디오게니우스우정,롯데컬처웍스(주)롯데엔터테인먼트
9,9,5,OLD,20197922,다만 악에서 구하소서,2020-08-05,8907980,1.3,7445880,509.3,38572407900,1701,1522,850.3,4353414,39,50,20200924,다만 악에서 구하소서,DELIVER US FROM EVIL,,107,2019,20200805,개봉,장편,,,,범죄|액션,한국,홍원찬,황정민|이정재|박정민|박소이|최희서,(주)하이브미디어코프,(주)씨제이이엔엠
10,10,-2,OLD,20201687,기기괴괴 성형수,2020-09-09,11403500,1.7,22300,0.2,714106600,1397,34,2.5,80392,167,339,20200924,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
1,1,2,OLD,20201122,테넷,2020-08-26,155005780,20.8,51673330,50.0,14800254610,16502,4577,38.4,1608291,783,1981,20200925,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
2,2,0,OLD,20190601,디바,2020-09-23,127866680,17.1,19448020,17.9,361893600,15324,1746,12.9,44636,830,2910,20200925,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
3,3,1,OLD,20178401,검객,2020-09-23,124445770,16.7,32194000,34.9,329625140,14254,2775,24.2,39553,727,2292,20200925,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
4,4,-3,OLD,20204684,브레이크 더 사일런스: 더 무비,2020-09-24,127510000,17.1,-59513000,-31.8,314533000,13419,-8166,-37.8,35004,200,1038,20200925,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,,89,2020,20200924,개봉,장편,,,,다큐멘터리,한국,박준수,김남준|김석진|민윤기|정호석|박지민,(주)하이브,씨지브이 아이스콘
5,5,0,OLD,20193822,뮬란,2020-09-17,60712560,8.1,12236340,25.2,1705641600,6565,844,14.8,194272,640,1634,20200925,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
6,6,0,OLD,20202341,아웃포스트,2020-09-23,44404870,5.9,12369430,38.6,108824240,5224,1079,26.0,13499,454,816,20200925,아웃포스트,The Outpost,,123,2020,20200923,개봉,장편,,,,전쟁|드라마,미국,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸,,(주)제이앤씨미디어그룹
7,7,0,OLD,20193666,오! 문희,2020-09-02,24857560,3.3,1730030,7.5,2434769170,3753,449,13.6,303019,351,549,20200925,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
8,8,0,NEW,20190621,죽지않는 인간들의 밤,2020-09-29,19551000,2.6,19551000,100.0,27424000,2009,2009,100.0,2886,41,41,20200925,죽지않는 인간들의 밤,Night of the Undead,,110,2019,20200929,개봉,장편,,,,코미디|스릴러,한국,신정원,이정현|김성오|서영희|양동근|이미도,(주)브라더픽쳐스|TCO(주)더콘텐츠온,TCO(주)더콘텐츠온
9,9,1,OLD,20201687,기기괴괴 성형수,2020-09-09,13613100,1.8,2209600,19.4,727719700,1489,92,6.6,81881,159,355,20200925,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
10,10,-2,OLD,20196271,강철비2: 정상회담,2020-07-29,2801000,0.4,-1935000,-40.9,14644619110,1383,-955,-40.8,1785591,7,7,20200925,강철비2: 정상회담,Steel Rain2: Summit,,131,2019,20200729,개봉,장편,,,,드라마|액션,한국,양우석,정우성|유연석|곽도원|앵거스 맥페이든|신정근,(주)스튜디오게니우스우정,롯데컬처웍스(주)롯데엔터테인먼트
1,1,0,OLD,20201122,테넷,2020-08-26,362360370,24.7,207354590,133.8,15162614980,38603,22101,133.9,1646894,859,2367,20200926,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
2,2,1,OLD,20178401,검객,2020-09-23,298148100,20.3,173702330,139.6,627773240,33577,19323,135.6,73130,820,2815,20200926,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
3,3,-1,OLD,20190601,디바,2020-09-23,207825680,14.2,79959000,62.5,569719280,23710,8386,54.7,68346,811,3128,20200926,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
4,4,0,OLD,20204684,브레이크 더 사일런스: 더 무비,2020-09-24,203256500,13.9,75746500,59.4,517789500,22359,8940,66.6,57363,199,1059,20200926,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,,89,2020,20200924,개봉,장편,,,,다큐멘터리,한국,박준수,김남준|김석진|민윤기|정호석|박지민,(주)하이브,씨지브이 아이스콘
5,5,0,OLD,20193822,뮬란,2020-09-17,124530800,8.5,63818240,105.1,1830172400,13568,7003,106.7,207840,686,1888,20200926,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
6,6,0,OLD,20202341,아웃포스트,2020-09-23,87542020,6.0,43137150,97.1,196366260,9944,4720,90.4,23443,454,974,20200926,아웃포스트,The Outpost,,123,2020,20200923,개봉,장편,,,,전쟁|드라마,미국,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸,,(주)제이앤씨미디어그룹
7,7,0,OLD,20193666,오! 문희,2020-09-02,63229260,4.3,38371700,154.4,2497998430,7749,3996,106.5,310768,384,628,20200926,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
8,8,4,OLD,20206178,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,2020-09-24,22909370,1.6,17205150,301.6,35855370,3084,2330,309.0,4874,155,314,20200926,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,,,61,2020,20200924,개봉,장편,,,,애니메이션,일본,시바타 히로키,김은아|소연|홍진욱|남도형,,(주)넥스트엔터테인먼트월드(NEW)
9,9,0,OLD,20201687,기기괴괴 성형수,2020-09-09,26771100,1.8,13158000,96.7,754490800,2897,1408,94.6,84778,182,430,20200926,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
10,10,0,OLD,20196271,강철비2: 정상회담,2020-07-29,5834000,0.4,3033000,108.3,14650453110,2877,1494,108.0,1788468,9,16,20200926,강철비2: 정상회담,Steel Rain2: Summit,,131,2019,20200729,개봉,장편,,,,드라마|액션,한국,양우석,정우성|유연석|곽도원|앵거스 맥페이든|신정근,(주)스튜디오게니우스우정,롯데컬처웍스(주)롯데엔터테인먼트
1,1,0,OLD,20201122,테넷,2020-08-26,337910690,25.2,-24449680,-6.7,15500525670,36456,-2147,-5.6,1683350,882,2380,20200927,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
2,2,0,OLD,20178401,검객,2020-09-23,311106190,23.2,12958090,4.3,938879430,35205,1628,4.8,108335,832,2867,20200927,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
3,3,0,OLD,20190601,디바,2020-09-23,175828760,13.1,-31996920,-15.4,745548040,19906,-3804,-16.0,88252,786,2967,20200927,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
4,4,0,OLD,20204684,브레이크 더 사일런스: 더 무비,2020-09-24,132850000,9.9,-70406500,-34.6,650639500,14880,-7479,-33.4,72243,196,1027,20200927,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,,89,2020,20200924,개봉,장편,,,,다큐멘터리,한국,박준수,김남준|김석진|민윤기|정호석|박지민,(주)하이브,씨지브이 아이스콘
5,5,0,OLD,20193822,뮬란,2020-09-17,121131420,9.0,-3399380,-2.7,1951303820,13425,-143,-1.1,221265,674,1862,20200927,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
6,6,0,OLD,20202341,아웃포스트,2020-09-23,84488710,6.3,-3053310,-3.5,280854970,9627,-317,-3.2,33070,454,970,20200927,아웃포스트,The Outpost,,123,2020,20200923,개봉,장편,,,,전쟁|드라마,미국,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸,,(주)제이앤씨미디어그룹
7,7,0,OLD,20193666,오! 문희,2020-09-02,65471910,4.9,2242650,3.5,2563470340,7980,231,3.0,318748,381,618,20200927,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
8,8,0,OLD,20206178,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,2020-09-24,21280450,1.6,-1628920,-7.1,57135820,2865,-219,-7.1,7739,157,314,20200927,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,,,61,2020,20200924,개봉,장편,,,,애니메이션,일본,시바타 히로키,김은아|소연|홍진욱|남도형,,(주)넥스트엔터테인먼트월드(NEW)
9,9,0,OLD,20201687,기기괴괴 성형수,2020-09-09,24966000,1.9,-1805100,-6.7,779456800,2685,-212,-7.3,87463,179,408,20200927,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
10,10,0,OLD,20196271,강철비2: 정상회담,2020-07-29,2801000,0.2,-3033000,-52.0,14653254110,1383,-1494,-51.9,1789851,7,7,20200927,강철비2: 정상회담,Steel Rain2: Summit,,131,2019,20200729,개봉,장편,,,,드라마|액션,한국,양우석,정우성|유연석|곽도원|앵거스 맥페이든|신정근,(주)스튜디오게니우스우정,롯데컬처웍스(주)롯데엔터테인먼트
1,1,0,OLD,20201122,테넷,2020-08-26,142305520,26.4,-195605170,-57.9,15642831190,16318,-20138,-55.2,1699668,848,2121,20200928,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
2,2,0,OLD,20178401,검객,2020-09-23,114870810,21.3,-196235380,-63.1,1053750240,14239,-20966,-59.6,122574,774,2537,20200928,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
3,3,0,OLD,20190601,디바,2020-09-23,61720790,11.5,-114107970,-64.9,807268830,7688,-12218,-61.4,95940,696,2146,20200928,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
4,4,0,OLD,20204684,브레이크 더 사일런스: 더 무비,2020-09-24,63079000,11.7,-69771000,-52.5,713718500,7390,-7490,-50.3,79633,183,777,20200928,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,,89,2020,20200924,개봉,장편,,,,다큐멘터리,한국,박준수,김남준|김석진|민윤기|정호석|박지민,(주)하이브,씨지브이 아이스콘
5,5,0,OLD,20193822,뮬란,2020-09-17,39947260,7.4,-81184160,-67.0,1991251080,4836,-8589,-64.0,226101,585,1397,20200928,뮬란,Mulan,,115,2019,20200917,개봉,장편,,,,어드벤처|드라마|가족,미국,니키 카로,유역비|이연걸|공리|견자단|제이슨 스콧 리,,월트디즈니컴퍼니코리아 유한책임회사
6,6,0,OLD,20202341,아웃포스트,2020-09-23,37179580,6.9,-47309130,-56.0,318034550,4690,-4937,-51.3,37760,446,916,20200928,아웃포스트,The Outpost,,123,2020,20200923,개봉,장편,,,,전쟁|드라마,미국,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸,,(주)제이앤씨미디어그룹
7,7,0,OLD,20193666,오! 문희,2020-09-02,26963920,5.0,-38507990,-58.8,2590434260,3767,-4213,-52.8,322515,339,531,20200928,오! 문희,Oh! My Gran,,109,2020,20200902,개봉,장편,,,,코미디|드라마,한국,정세교,나문희|이희준|김예은|최원영|박지영,(주)빅스톤픽쳐스,CGV아트하우스
8,8,1,OLD,20201687,기기괴괴 성형수,2020-09-09,8702500,1.6,-16263500,-65.1,788159300,1033,-1652,-61.5,88496,143,286,20200928,기기괴괴 성형수,Beauty Water,,85,2020,20200909,개봉,장편,,,,공포(호러)|스릴러,한국,조경훈,문남숙|장민혁|조현정|김보영|최승훈,(주)에스에스애니멘트 |(주)스튜디오 애니멀,(주)트리플픽쳐스
9,9,1,OLD,20196271,강철비2: 정상회담,2020-07-29,2112000,0.4,-689000,-24.6,14655366110,946,-437,-31.6,1790797,6,6,20200928,강철비2: 정상회담,Steel Rain2: Summit,,131,2019,20200729,개봉,장편,,,,드라마|액션,한국,양우석,정우성|유연석|곽도원|앵거스 맥페이든|신정근,(주)스튜디오게니우스우정,롯데컬처웍스(주)롯데엔터테인먼트
10,10,70,OLD,20207103,블러드 킬,2020-09-28,4064500,0.8,3995500,5790.6,4233500,807,800,11428.6,823,50,51,20200928,블러드 킬,Beyond the Law,,89,2020,20200928,개봉,장편,,,,범죄|액션,미국,제임스 쿨렌 브레삭,스티븐 시걸|조니 메스너|디엠엑스,,노바엔터테인먼트 
1,1,13,OLD,20184482,국제수사,2020-09-29,566976530,28.4,564312530,21182.9,573144030,85855,85559,28905.1,86468,1000,4311,20200929,국제수사,The Golden Holiday,,105,2020,20200929,개봉,장편,,,,코미디|액션,한국,김봉한,곽도원|김대명|김희원|김상호|이유진,(주)영화사장춘,(주)쇼박스
2,2,0,NEW,20199816,담보,2020-09-29,437255920,21.9,437255920,100.0,441998920,67610,67610,100.0,68137,967,3957,20200929,담보,Pawn,,113,2020,20200929,개봉,장편,,,,드라마,한국,강대규,성동일|하지원|김희원|박소이|김재화,(주)제이케이필름|(주)레드로버|(주)씨제이이엔엠|(주)영화사연,(주)씨제이이엔엠
3,3,0,NEW,20204008,그린랜드,2020-09-29,167365020,8.4,167365020,100.0,169129020,25795,25795,100.0,25991,568,1812,20200929,그린랜드,Greenland,,119,2020,20200929,개봉,장편,,,,액션|스릴러,미국,릭 로먼 워,제라드 버틀러|모레나 바카린,,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
4,4,0,NEW,20190621,죽지않는 인간들의 밤,2020-09-29,100290680,5.0,100290680,100.0,127714680,15086,15086,100.0,17972,559,1929,20200929,죽지않는 인간들의 밤,Night of the Undead,,110,2019,20200929,개봉,장편,,,,코미디|스릴러,한국,신정원,이정현|김성오|서영희|양동근|이미도,(주)브라더픽쳐스|TCO(주)더콘텐츠온,TCO(주)더콘텐츠온
5,5,0,NEW,20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,450235500,22.6,450235500,100.0,450725500,14785,14785,100.0,14834,102,251,20200929,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",,,80,2020,20200929,개봉,장편,,,,공연,한국,,김호중,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사
6,6,-5,OLD,20201122,테넷,2020-08-26,99357830,5.0,-42947690,-30.2,15742189020,14379,-1939,-11.9,1714047,384,636,20200929,테넷,Tenet,,149,2020,20200826,개봉,장편,,,,액션|SF,미국,크리스토퍼 놀란,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키|애론 테일러 존슨|마이클 케인,,워너브러더스 코리아(주)
7,7,-3,OLD,20204684,브레이크 더 사일런스: 더 무비,2020-09-24,47607000,2.4,-15472000,-24.5,761325500,7326,-64,-0.9,86959,154,492,20200929,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,,89,2020,20200924,개봉,장편,,,,다큐멘터리,한국,박준수,김남준|김석진|민윤기|정호석|박지민,(주)하이브,씨지브이 아이스콘
8,8,-6,OLD,20178401,검객,2020-09-23,46361280,2.3,-68509530,-59.6,1100111520,7024,-7215,-50.7,129598,438,715,20200929,검객,The Swordsman,,100,2020,20200923,개봉,장편,,,,액션,한국,최재훈,장혁|김현수|조 타슬림|정만식|이나경,오퍼스픽쳐스(유),(주)키위미디어그룹|오퍼스픽쳐스(유)|(주)씨네필운
9,9,-6,OLD,20190601,디바,2020-09-23,15622160,0.8,-46098630,-74.7,822890990,2353,-5335,-69.4,98293,350,456,20200929,디바,Diva,,84,2020,20200923,개봉,장편,,,,스릴러|미스터리,한국,조슬예,신민아|이유영|이규형|주석태|오하늬,올픽처스 주식회사|팔팔애비뉴(주),메가박스중앙(주) 플러스엠 엔터테인먼트
