movieNm_detail,gender,age,request_body,response
썬더볼츠＊,f,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
파과,m,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":2.03305},{""period"":""2025-04-07"",""ratio"":3.38016},{""period"":""2025-04-14"",""ratio"":6.57851},{""period"":""2025-04-21"",""ratio"":13.93388},{""period"":""2025-04-28"",""ratio"":79.50413},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":52.76859},{""period"":""2025-05-19"",""ratio"":26.47107},{""period"":""2025-05-26"",""ratio"":11.52066}]}]}"
파과,m,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":3.00333},{""period"":""2025-04-07"",""ratio"":4.07313},{""period"":""2025-04-14"",""ratio"":9.79042},{""period"":""2025-04-21"",""ratio"":21.04524},{""period"":""2025-04-28"",""ratio"":89.50806},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":68.00683},{""period"":""2025-05-19"",""ratio"":34.50543},{""period"":""2025-05-26"",""ratio"":16.47229}]}]}"
파과,m,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":2.90742},{""period"":""2025-04-07"",""ratio"":3.64356},{""period"":""2025-04-14"",""ratio"":10.08629},{""period"":""2025-04-21"",""ratio"":23.04599},{""period"":""2025-04-28"",""ratio"":95.94816},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":59.86514},{""period"":""2025-05-19"",""ratio"":29.68977},{""period"":""2025-05-26"",""ratio"":15.82382}]}]}"
파과,m,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":3.28068},{""period"":""2025-04-07"",""ratio"":4.14034},{""period"":""2025-04-14"",""ratio"":11.82547},{""period"":""2025-04-21"",""ratio"":25.8959},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":91.57172},{""period"":""2025-05-12"",""ratio"":52.13102},{""period"":""2025-05-19"",""ratio"":27.49611},{""period"":""2025-05-26"",""ratio"":18.50336}]}]}"
파과,m,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":3.08284},{""period"":""2025-04-07"",""ratio"":4.64937},{""period"":""2025-04-14"",""ratio"":14.12552},{""period"":""2025-04-21"",""ratio"":28.76652},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":79.87615},{""period"":""2025-05-12"",""ratio"":47.55481},{""period"":""2025-05-19"",""ratio"":27.89623},{""period"":""2025-05-26"",""ratio"":21.43263}]}]}"
파과,m,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":2.27517},{""period"":""2025-04-07"",""ratio"":4.27056},{""period"":""2025-04-14"",""ratio"":14.15526},{""period"":""2025-04-21"",""ratio"":27.35126},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":77.68178},{""period"":""2025-05-12"",""ratio"":49.79246},{""period"":""2025-05-19"",""ratio"":29.96771},{""period"":""2025-05-26"",""ratio"":22.91775}]}]}"
파과,m,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":2.1884},{""period"":""2025-04-07"",""ratio"":4.45862},{""period"":""2025-04-14"",""ratio"":14.693},{""period"":""2025-04-21"",""ratio"":26.4695},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":75.96842},{""period"":""2025-05-12"",""ratio"":48.12451},{""period"":""2025-05-19"",""ratio"":31.76258},{""period"":""2025-05-26"",""ratio"":23.53663}]}]}"
파과,m,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":2.42557},{""period"":""2025-04-07"",""ratio"":4.6919},{""period"":""2025-04-14"",""ratio"":15.96226},{""period"":""2025-04-21"",""ratio"":27.83902},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":79.29682},{""period"":""2025-05-12"",""ratio"":52.05194},{""period"":""2025-05-19"",""ratio"":34.69925},{""period"":""2025-05-26"",""ratio"":22.74286}]}]}"
파과,m,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":1.92866},{""period"":""2025-04-07"",""ratio"":4.39894},{""period"":""2025-04-14"",""ratio"":13.05151},{""period"":""2025-04-21"",""ratio"":27.06737},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":88.9564},{""period"":""2025-05-12"",""ratio"":62.53632},{""period"":""2025-05-19"",""ratio"":40.7926},{""period"":""2025-05-26"",""ratio"":23.71202}]}]}"
파과,m,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'm', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":2.14943},{""period"":""2025-04-07"",""ratio"":4.64687},{""period"":""2025-04-14"",""ratio"":12.9785},{""period"":""2025-04-21"",""ratio"":28.72057},{""period"":""2025-04-28"",""ratio"":97.78915},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":78.17809},{""period"":""2025-05-19"",""ratio"":46.98055},{""period"":""2025-05-26"",""ratio"":25.77277}]}]}"
파과,f,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":3.59741},{""period"":""2025-04-07"",""ratio"":6.86655},{""period"":""2025-04-14"",""ratio"":10.74574},{""period"":""2025-04-21"",""ratio"":20.03884},{""period"":""2025-04-28"",""ratio"":90.11872},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":56.67505},{""period"":""2025-05-19"",""ratio"":32.25638},{""period"":""2025-05-26"",""ratio"":16.97488}]}]}"
파과,f,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":4.69722},{""period"":""2025-04-07"",""ratio"":6.48568},{""period"":""2025-04-14"",""ratio"":12.47528},{""period"":""2025-04-21"",""ratio"":30.48985},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":95.36684},{""period"":""2025-05-12"",""ratio"":64.60972},{""period"":""2025-05-19"",""ratio"":37.95306},{""period"":""2025-05-26"",""ratio"":20.73112}]}]}"
파과,f,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":4.85094},{""period"":""2025-04-07"",""ratio"":6.49622},{""period"":""2025-04-14"",""ratio"":12.59622},{""period"":""2025-04-21"",""ratio"":28.76037},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":89.93962},{""period"":""2025-05-12"",""ratio"":54.88113},{""period"":""2025-05-19"",""ratio"":31.11698},{""period"":""2025-05-26"",""ratio"":18.24716}]}]}"
파과,f,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":5.25603},{""period"":""2025-04-07"",""ratio"":6.82444},{""period"":""2025-04-14"",""ratio"":13.66055},{""period"":""2025-04-21"",""ratio"":29.35863},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":85.72795},{""period"":""2025-05-12"",""ratio"":50.7772},{""period"":""2025-05-19"",""ratio"":28.07029},{""period"":""2025-05-26"",""ratio"":16.90239}]}]}"
파과,f,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":5.36001},{""period"":""2025-04-07"",""ratio"":7.10459},{""period"":""2025-04-14"",""ratio"":16.22159},{""period"":""2025-04-21"",""ratio"":29.83395},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":81.70097},{""period"":""2025-05-12"",""ratio"":50.79195},{""period"":""2025-05-19"",""ratio"":28.33422},{""period"":""2025-05-26"",""ratio"":17.47264}]}]}"
파과,f,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":4.74186},{""period"":""2025-04-07"",""ratio"":7.29987},{""period"":""2025-04-14"",""ratio"":16.47778},{""period"":""2025-04-21"",""ratio"":27.93667},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":81.20165},{""period"":""2025-05-12"",""ratio"":50.57024},{""period"":""2025-05-19"",""ratio"":29.23907},{""period"":""2025-05-26"",""ratio"":16.64687}]}]}"
파과,f,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":4.29251},{""period"":""2025-04-07"",""ratio"":6.9211},{""period"":""2025-04-14"",""ratio"":16.93415},{""period"":""2025-04-21"",""ratio"":26.45857},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":81.47352},{""period"":""2025-05-12"",""ratio"":50.22115},{""period"":""2025-05-19"",""ratio"":29.87488},{""period"":""2025-05-26"",""ratio"":16.72353}]}]}"
파과,f,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":3.65579},{""period"":""2025-04-07"",""ratio"":6.08489},{""period"":""2025-04-14"",""ratio"":16.76686},{""period"":""2025-04-21"",""ratio"":26.43468},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":83.12382},{""period"":""2025-05-12"",""ratio"":53.37948},{""period"":""2025-05-19"",""ratio"":32.33132},{""period"":""2025-05-26"",""ratio"":18.12716}]}]}"
파과,f,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":4.48382},{""period"":""2025-04-07"",""ratio"":6.1082},{""period"":""2025-04-14"",""ratio"":14.90132},{""period"":""2025-04-21"",""ratio"":27.13115},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":90.42824},{""period"":""2025-05-12"",""ratio"":62.19626},{""period"":""2025-05-19"",""ratio"":37.62921},{""period"":""2025-05-26"",""ratio"":20.39199}]}]}"
파과,f,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '파과', 'keywords': ['파과', 'THE OLD WOMAN WITH THE KNIFE']}], 'gender': 'f', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""파과"",""keywords"":[""파과"",""THE OLD WOMAN WITH THE KNIFE""],""data"":[{""period"":""2025-03-31"",""ratio"":4.01013},{""period"":""2025-04-07"",""ratio"":6.0574},{""period"":""2025-04-14"",""ratio"":13.40227},{""period"":""2025-04-21"",""ratio"":26.55128},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":96.79189},{""period"":""2025-05-12"",""ratio"":69.29084},{""period"":""2025-05-19"",""ratio"":43.54157},{""period"":""2025-05-26"",""ratio"":21.90797}]}]}"
해피엔드,m,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.03665},{""period"":""2025-04-07"",""ratio"":3.46232},{""period"":""2025-04-14"",""ratio"":4.17515},{""period"":""2025-04-21"",""ratio"":13.64562},{""period"":""2025-04-28"",""ratio"":80.85539},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":66.59877},{""period"":""2025-05-19"",""ratio"":44.70468},{""period"":""2025-05-26"",""ratio"":41.24236}]}]}"
해피엔드,m,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.52715},{""period"":""2025-04-07"",""ratio"":3.85723},{""period"":""2025-04-14"",""ratio"":5.34249},{""period"":""2025-04-21"",""ratio"":11.48304},{""period"":""2025-04-28"",""ratio"":74.6176},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":82.7311},{""period"":""2025-05-19"",""ratio"":58.05808},{""period"":""2025-05-26"",""ratio"":41.63156}]}]}"
해피엔드,m,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.50677},{""period"":""2025-04-07"",""ratio"":3.20686},{""period"":""2025-04-14"",""ratio"":5.64588},{""period"":""2025-04-21"",""ratio"":11.99186},{""period"":""2025-04-28"",""ratio"":80.28455},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":80.64588},{""period"":""2025-05-19"",""ratio"":54.65221},{""period"":""2025-05-26"",""ratio"":41.39566}]}]}"
해피엔드,m,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.46429},{""period"":""2025-04-07"",""ratio"":4.56454},{""period"":""2025-04-14"",""ratio"":5.8527},{""period"":""2025-04-21"",""ratio"":13.10557},{""period"":""2025-04-28"",""ratio"":83.50602},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":76.05712},{""period"":""2025-05-19"",""ratio"":51.33015},{""period"":""2025-05-26"",""ratio"":39.26071}]}]}"
해피엔드,m,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":1.67076},{""period"":""2025-04-07"",""ratio"":5.06142},{""period"":""2025-04-14"",""ratio"":7.07616},{""period"":""2025-04-21"",""ratio"":15.18427},{""period"":""2025-04-28"",""ratio"":87.51842},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":78.03439},{""period"":""2025-05-19"",""ratio"":50.12285},{""period"":""2025-05-26"",""ratio"":34.69287}]}]}"
해피엔드,m,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.64171},{""period"":""2025-04-07"",""ratio"":6.82443},{""period"":""2025-04-14"",""ratio"":6.9345},{""period"":""2025-04-21"",""ratio"":13.92405},{""period"":""2025-04-28"",""ratio"":99.72482},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":86.84645},{""period"":""2025-05-19"",""ratio"":65.05228},{""period"":""2025-05-26"",""ratio"":29.49917}]}]}"
해피엔드,m,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.23072},{""period"":""2025-04-07"",""ratio"":7.20203},{""period"":""2025-04-14"",""ratio"":6.11854},{""period"":""2025-04-21"",""ratio"":13.57552},{""period"":""2025-04-28"",""ratio"":96.04843},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":79.60484},{""period"":""2025-05-19"",""ratio"":60.80305},{""period"":""2025-05-26"",""ratio"":25.74888}]}]}"
해피엔드,m,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":1.9884},{""period"":""2025-04-07"",""ratio"":4.72245},{""period"":""2025-04-14"",""ratio"":6.7937},{""period"":""2025-04-21"",""ratio"":13.256},{""period"":""2025-04-28"",""ratio"":98.42584},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":82.93289},{""period"":""2025-05-19"",""ratio"":64.87158},{""period"":""2025-05-26"",""ratio"":30.73736}]}]}"
