kobis_movieCd,kobis_movieNm_box,kobis_audiAcc,kobis_openDt,kobis_prdtYear,kobis_genres,kobis_nations,kobis_directors,kobis_actors,kobis_productionCompanies,kobis_distributors,movie_title,movie_release_date,movie_imdb_id,movie_tmdb_id,movie_overview,movie_origin_country,movie_directors,movie_cast_top5,movie_genres,movie_production_companies,movie_production_countries,movie_overview_en
20227684,멍뭉이,162767,20230301,2022,드라마,한국,김주환,유연석|차태현,(주)와이웍스엔터테인먼트|(주)돈키호테엔터테인먼트,(주)키다리스튜디오,멍뭉이,2023-03-01,tt24218390,610249,"동생 같은 반려견 루니를 위해 정시 퇴근에 진심인 민수. 결혼을 앞둔 그에게 닥친 견주 인생 조기 로그아웃 위기! 야심 차게오픈한 카페는 말아먹고 인생 자체가 위기인 사촌형 진국, 민수의 다급한 SOS에 고심하다 새 집사 면접을 제안하게 되고.완벽한 집사를 찾기 위해 제주도로 향하는 두 형제의 여정에 느닷없는 멍뭉이들의 등장이 이어지는데...",KR,김주환,"유연석, 차태현, 류수영, 정지훈, Lee Seung-hee","로맨스, 코미디, 드라마, 가족","Yworks Entertainment, Don Quixote Entertainment, STUDIO706, Kidari Studio",KR,"Min-soo is about to get married when his fiancée suddenly admits that she is allergic to dogs. Now the guy's best friend, the golden retriever Rooney, needs a new family. With the help of his cousin and social media, Min-soo starts looking for a new home for Rooney."
20174585,메리와 마녀의 꽃,532464,20171207,2017,애니메이션|어드벤처,일본,요네바야시 히로마사,스기사키 하나|카미키 류노스케,,CGV아트하우스,메리와 마녀의 꽃,2017-07-08,tt6336356,430447,"도시에서 시골 친척집으로 이사온 후 지루한 일상을 보내던 소녀 메리는  어느 날, 길 잃은 고양이를 따라갔다가 신비로운 숲을 발견한다.  그 곳에서 7년에 한 번 밖에 피지 않는 비밀스러운 마녀의 꽃  '야간비행'과 마법으로 봉인된 낡은 빗자루를 발견하는 메리.  '야간비행'을 통해 메리는 마법의 힘을 얻고, 낯선 마법세계에 도착한다.  그러나 마녀의 꽃 '야간비행'의 비밀이 서서히 드러나면서  메리는 위기에 처하게 되는데...  평범한 소녀 메리의 환상적인 모험  가슴 뛰는 마법이 시작된다!",JP,米林宏昌,"아마미 유키, 카미키 류노스케, 스기사키 하나, 코히나타 후미요, 미츠시마 히카리","모험, 애니메이션, 가족, 판타지",STUDIO PONOC,JP,"Mary Smith, a young girl who lives with her great-aunt in the countryside, follows a mysterious cat into the nearby forest where she finds a strange flower and an old broom, none of which is as ordinary as it seems."
20173612,메소드,18710,20171102,2017,드라마,한국,방은진,박성웅|윤승아|오승훈|기도영|이민웅,모베터필름 주식회사,(주)엣나인필름,메소드,2015-11-07,,366908,,KR,Park Jun-Hyeong,,드라마,,KR,"During making film, the director wants for the actor Min-sung to show more real acting performance. As the takes continue, the conflicts between them are getting worse and worse."
20173612,메소드,18710,20171102,2017,드라마,한국,방은진,박성웅|윤승아|오승훈|기도영|이민웅,모베터필름 주식회사,(주)엣나인필름,메소드,2017-11-02,tt7022402,467199,"만났다 나 같은 놈을  무대를 위해 자신을 버리는 메소드 배우 '재하'  연기를 위해 자신을 던지는 아이돌 스타 '영우'  열정과 진심 사이, 완벽 그 이상의 메소드 연기가 시작된다",KR,방은진,"박성웅, 오승훈, 윤승아, 류태호, Kim Bum-joon","드라마, 로맨스","Mobetter Film, Atnine Film",KR,"A seasoned actor and a pop star are cast as leads in a gay romantic play. As the actor teaches the pop star method acting, the line between fiction and reality is blurred and they become drawn to each other."
20209515,메이드 인 루프탑,1794,20210623,2020,드라마|멜로/로맨스|코미디,한국,김조광수,이홍내|정휘|곽민규|염문경|강정우,(주)레인보우팩토리,(주)엣나인필름,메이드 인 루프탑,2021-06-23,tt14839424,762568,"연인인 정민과 헤어지고 갈 데가 없어진 취준생 하늘은, 옥탑방에 사는 절친 봉식의 집에 얹혀살게 된다. 하이텐션+1인 방송 컨셉의 BJ로 일하는 봉식은 매력적인 직진남 민호로부터 구애를 받지만, 왠지 모르게 머뭇거리기만 한다. 하늘과 정민은 화해를 시도해 보지만 어긋나기만 하고, 의도치 않게 상처만 준다. 어느 날 정민이 교통사고를 당하고 하늘은 같이 키우던 고양이 아리를 데려와야 하는데……",KR,김조광수,"이홍내, 정휘, 이정은, Kang Jeong-woo, 곽민규","드라마, 로맨스, 코미디",Atnine Film,KR,"Ha-neul, who is unemployed, moves to his best friend Bong-sik's house after breaking up with his lover. Together, they face the woes of love and relationships."
20150622,메이즈 러너: 스코치 트라이얼,2642284,20150916,2015,액션|SF|스릴러,미국,웨스 볼,딜런 오브라이언|토마스 생스터|카야 스코델라리오|이기홍,,이십세기폭스코리아(주),메이즈 러너: 스코치 트라이얼,2015-09-09,tt4046784,294254,"미로를 탈출한 토마스와 러너들은 자신들이 겪었던 위험한 실험에 미스터리한 조직 ‘위키드’가 관여된 것을 알게 되고, 그들의 정체를 밝혀 왜 이런 일들이 일어나고 있는지를 알아내기 위해 또 다시 탈출을 시도한다.  한 순간도 예측할 수 없는 위험들이 도사리고 있는 ‘스코치’에 도착한 러너들은 ‘위키드’에 대항하기 위해 결성된 저항 단체를 만나 그들과 함께 거대 조직에 맞설 준비를 한다.  하지만 ‘위키드’에 접근할수록 위험천만한 일들이 벌어지고, 조직이 비밀리에 준비 중인 또 다른 충격적인 계획을 알게 되는데...",US,웨스 볼,"딜런 오브라이언, 카야 스코델라리오, 토머스 브로디생스터, 지안카를로 에스포지토, 이기홍","SF, 액션, 스릴러, 모험","Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox",US,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all."
20172204,명당,2071344,20180919,2018,사극,한국,박희곤,조승우|지성|김성균|백윤식|문채원,(주)주피터필름,메가박스중앙(주) 플러스엠 엔터테인먼트,명당,2018-09-19,tt7046524,544089,"땅의 기운을 점쳐 인간의 운명을 바꿀 수 있는 천재 지관 박재상은 명당을 이용해 나라를 지배하려는 장동 김씨 가문의 계획을 막다 가족을 잃게 된다. 13년 후, 복수를 꿈꾸는 박재상 앞에 세상을 뒤집고 싶은 몰락한 왕족 흥선이 나타나 함께 장동 김씨 세력을 몰아낼 것을 제안한다. 뜻을 함께하여 김좌근 부자에게 접근한 박재상과 흥선은 두 명의 왕이 나올 천하명당의 존재를 알게 되고, 서로 다른 뜻을 품게 되는데…",KR,박희곤,"조승우, 지성, 김성균, 백윤식, 문채원","드라마, 역사","Jupiter Film, Plus M Entertainment, Little Big Pictures",KR,"Park Jae-sang was a royal geomancer, who helps people designate propitious site for houses, store and even graves under the belief that a grave in a good site will bring future fortune for descendants. But he loses his family because he exposed a conspiracy about crown Prince's grave site. Park Jae-sang plans to make a revenge of his family and learns that there is a much bigger conspiracy about propitious grave site; the place that would make grave owner's son the King of Joseon."
20187427,명탐정 코난 : 제로의 집행인,411495,20180808,2018,애니메이션,일본,타치카와 유즈루,타카야마 미나미|야마자키 와카나|코야마 리키야|푸루야 토루,,(주)씨제이이엔엠,명탐정 코난: 제로의 집행인,2018-04-13,tt7880466,493006,"국제 정상회담 개최지 ‘엣지 오브 오션’에서 발생한 대규모 폭발 사건! 사건 현장에서 발견된 지문으로 유력한 용의자가 된 모리 코고로는 긴급 체포된다! 하지만, 이후에도 도심 곳곳에서는 원인을 알 수 없는 폭발 사건이 이어지고, 극도로 은밀히 움직이는 아무로 토오루의 기묘한 행동에 코난은 의문을 품기 시작하는데…",JP,立川譲,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 후루야 토오루","애니메이션, 범죄, 미스터리, 액션","TMS Entertainment, Yomiuri Telecasting Corporation, Shogakukan-Shueisha Productions, Nippon Television Network Corporation, TOHO",JP,"After a sudden explosion at Edge of Ocean island in Tokyo, Tōru Amuro, codename Zero, begins to investigate. Meanwhile, private eye Kogorō is arrested as a suspect, so Conan Edogawa conducts his own investigation to prove his innocence, but Amuro stands in his way."
20151964,명탐정 코난 : 화염의 해바라기,459775,20150805,2015,애니메이션,일본,시즈노 코분,타카야마 미나미|야마자키 와카나|코야마 리키야|야마구치 캇페이,,(주)씨제이이엔엠,명탐정 코난: 화염의 해바라기,2015-04-18,tt3737650,316873,"뉴욕 최대 미술품 경매장에서 빈센트 반 고흐의 명화 ‘해바라기’가 사상 최고액 3억 달러에 낙찰된다. 그림을 소유하게 된 정지로 회장의 목표는 전 세계에 흩어져 있는 고흐의 ‘해바라기’ 일곱 작품을 모아 최초로 전시하는 것. 난공불락을 자랑하는 레이크 록 미술관에서의 대규모 전시 계획을 발표하는 기자회견이 전 세계에 생중계되는 가운데 갑자기 괴도 키드가 출현! 고흐의 해바라기를 접수하겠다는 예고장을 날리고 바람처럼 사라지는데… 키드는 왜 고흐의 명화를 노리는 걸까? 명탐정 코난 VS 괴도 키드, 두 천재의 불꽃 대결이 시작된다!",JP,静野孔文,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 오가타 켄이치","애니메이션, 범죄, 모험, 미스터리","TMS Entertainment, TOHO, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, V1 studio, Shogakukan-Shueisha Productions",JP,"Conan tries to track down Kaito Kid, who supposedly steals a replica of one of Van Gogh's Sunflowers paintings during an auction."
20192725,명탐정 코난: 감청의 권,214485,20190724,2019,애니메이션,일본,나가오카 치카,타카야마 미나미|야마자키 와카나|코야마 리키야|야마구치 캇페이,,(주)씨제이이엔엠,명탐정 코난: 감청의 권,2019-04-12,tt9501310,566555,"19세기말 해적선과 함께 싱가포르 인근 바다에 가라앉았다고 전해지는 전설의 보물 블루 사파이어 ‘감청의 권’이 모습을 드러내던 날, 마리나 베이 샌즈 호텔에서 살인사건이 발생하고 현장에는 피로 물든 괴도 키드의 예고장만이 남겨져 있다. 하지만 그것은 모두를 뒤흔들 함정! 절체절명에 빠진 괴도 키드는 마법 같은 술수로 여권이 없는 코난을 싱가포르로 데려간다. 마침 싱가포르에서 개최되는 쿄고쿠 마코토의 가라테 대회를 보기 위한 란과 소노코까지 모두가 모이게 되고… 코난 X 괴도 키드 X 쿄고쿠 마코토, 블루 사파이어 ‘감청의 권’ 그리고 가장 소중한 것을 지키기 위한 세 사람의 피할 수 없는 대결이 시작된다!",JP,永岡智佳,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 마츠이 나오코","애니메이션, 미스터리, 범죄, 액션, 모험","TMS Entertainment, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions, TOHO",JP,"The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it, and when it's exhibited in an exhibition at the Singaporean Marina Sands hotel, a murder takes place."
20216710,명탐정 코난: 비색의 탄환,227143,20210416,2020,애니메이션,일본,나가오카 치카,애니메이션_성우진,,(주)씨제이이엔엠,명탐정 코난: 비색의 탄환,2021-04-16,tt12093860,662638,"전 세계인의 축제 WSG(World Sports Games)의 개최를 앞둔 일본. 이를 기념해 시속 1,000km를 자랑하는 진공 초전도 리니어의 개통이 발표된다. 모두가 이를 주목하는 가운데, WSG의 공식 후원사 대표들이 연쇄 납치를 당하고, 코난은 이 사건이 15년 전 미국 보스턴에서 발생한 WSG 연쇄 납치 사건과 관련이 있다는 것을 밝혀내는데… 이를 지켜보는 아카이 슈이치와 FBI,  그리고 절대로 만나서는 안 될 위험천만한 가족이 모인다.",JP,永岡智佳,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 이케다 슈이치","애니메이션, 액션, 범죄, 미스터리, 로맨스, 스릴러","TMS Entertainment, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions, TOHO, Audio Planning U",JP,"At the opening ceremony of the WSG (World Sports Games) Tokyo Games, a sports festival held once every four years, it is announced that the world's first vacuum superconducting maglev with a maximum speed of 1,000 kilometers per hour will open. While attracting attention from around the world, top executives of large companies are kidnapped from the party venue where WSG tournament sponsors gather. Conan moves toward a solution and eventually finds a connection with the WSG abduction case that occurred 15 years ago in Boston, USA."
20162002,명탐정 코난: 순흑의 악몽,521028,20160803,2016,애니메이션|미스터리|어드벤처,일본,시즈노 코분,애니메이션_성우진,,(주)씨제이이엔엠,명탐정 코난: 순흑의 악몽,2016-04-16,tt4954660,374856,"경찰에 잠입한 누군가에 의해 유출된 N.O.C리스트.  그리고 전 세계 스파이들이 연이어 제거되는 사건이 발생한다.  한편, 코난과 친구들은 새로 개장한 수족관에서 우연히 의문의 여인과 마주친다.  두 눈의 색이 다른 ‘오드아이’인 그녀는 상처투성이인 온 몸에, 자신의 이름도 기억하지 못하는 상태.  그녀가 잃어버린 기억을 되찾을 수 있게 도와 주던 코난은 심상치 않은 기운을 느끼고,  FBI, 경찰, CIA가 모두 그녀를 쫓고 있음을 알게 된다.  여기에 베일에 싸여 있는 검은 조직마저도 정체를 드러내고 그 여인을 쫓는데…  잃어버린 기억 속 숨겨진 비밀을 찾아, 그들이 움직인다!",JP,静野孔文,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 하야시바라 메구미","애니메이션, 미스터리, 액션, 범죄","TMS Entertainment, TOHO, V1 studio, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions",JP,"On a dark night, the Japanese police is raided by a spy. Different countries' intelligence agencies - such as England's MI6, Germany's BDN, and America's CIA - as well as the FBI's secret files are going to be taken, but public safety officers lead by Tooru Amuro arrive just in time. The spy steals a car and escapes. The spy and Amuro are then locked in a dead heat on the highway, and just as it is about to cause an accident with multiple cars, the spy's car is hit by FBI agent Shuichi Akai's rifle bullet and falls of the roadway. The next day, Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction, a Ferris wheel, Conan finds an attractive woman alone and injured. Her left and right eyes are different colors."
20178881,명탐정 코난: 에피소드 원-작아진 명탐정,116312,20170208,2016,애니메이션,일본,야마모토 야스이치로,애니메이션_성우진,,(주)씨제이이엔엠,명탐정 코난: 에피소드 원 - 작아진 명탐정,2017-01-20,tt8051722,573364,"코난이 된 고교생 명탐정 신이치. 시리즈 최초의 이야기가 시작된다! 바로 그 날, 코른, 키안티 등 검은 조직의 핵심 멤버가 트로피컬 랜드에 있었던 이유는? 사건 발생 후 APTX-4869의 개발자 쉐리가 신이치의 집에서 마주한 사실은 무엇이며  그동안 밝혀지지 않았던 진실의 조각들이 퍼즐처럼 맞춰지기 시작 하는데…",JP,山本泰一郎,"야마구치 캇페이, 타카야마 미나미, 야마자키 와카나, 하야시바라 메구미, 堀之紀","애니메이션, 범죄, 미스터리, TV 영화, 코미디","TMS Entertainment, V1 studio, Yomiuri Telecasting Corporation, Shogakukan",JP,"Two-hour remake of the original 1st episode, in celebration of the anime celebrating 20 years in broadcast. The special retells what happened on the day Shinichi was transformed into the body of a child. The special includes new scenes that weren't in the original manga or the first anime episode."
20201649,명탐정 코난: 진홍의 수학여행,56837,20210127,1996,애니메이션,일본,야마모토 야스이치로,애니메이션_성우진,,(주)씨제이이엔엠,명탐정 코난: 진홍의 수학여행,2019-11-22,tt10080166,769922,"초등학생 코난이 아닌, 본래의 모습으로 교토 수학여행에 참가하게 된 고등학생 탐정 쿠도 신이치. 평범한 고등학생처럼 모리 란과 행복한 시간을 보내는 것도 잠시, 우연히 만난 배우 구라치 케이코의 부탁으로 의문의 암호 해독을 부탁받는다. 하지만 곧이어 그녀의 영화 제작 동료들을 둘러싼 연쇄 살인 사건이 일어난다. 범죄의 현장에는 요괴의 행적처럼 꾸며진 피 묻은 발자국과 팔손이 나뭇잎, 그리고 새로운 암호가 남겨져 있었는데… 천년 역사의 도시 교토, 요괴의 소행 같은 기묘한 연쇄 살인 사건의 진실은?! 그리고 쿠도 신이치♥모리 란, 두 사람의 마음은 맞닿을 수 있을까?",JP,山本泰一郎,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 마츠이 나오코","애니메이션, 액션, 미스터리, 범죄, TV 영화",,JP,
20225237,명탐정 코난: 할로윈의 신부,486043,20220713,2022,애니메이션,일본,미츠나카 스스무,애니메이션_성우진,,(주)씨제이이엔엠,명탐정 코난: 할로윈의 신부,2022-04-15,tt19770970,903939,"극악무도한 폭파범 플라먀에 의해 교묘한 함정에 빠진 아무로 토오루! 모든 것이 베일에 가려진 플라먀, 유일한 단서는 아무로 토오루가 그의 경찰 동기들과 마지막으로 함께 했던 하루. 이와 동시에 결혼식의 신부가 된 경시청의 사토 형사는 불길한 예감을 감출 수 없는데…",JP,미츠나카 스스무,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 후루야 토오루","애니메이션, 액션, 범죄, 미스터리","TMS Entertainment, V1 studio, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions, TOHO, Audio Planning U",JP,"Shibuya, Tokyo, is bustling with the Halloween season. A wedding is being held at Shibuya Hikarie, where Detective Miwako Sato of the Metropolitan Police Department is dressed in a wedding dress. While Conan and the other invited guests are watching, an assailant suddenly bursts in, and Detective Wataru Takagi, who was trying to protect Sato, is injured. Takagi survived and the situation was settled, but in Sato's eyes, the image of the grim reaper that she had seen when Detective Matsuda, the man she had been in love with, had been killed in a series of bombings three years ago, overlapped with Takagi's."
20170124,명탐정 코난:진홍의 연가,431207,20170802,2017,애니메이션,일본,시즈노 코분,애니메이션_성우진,,(주)씨제이이엔엠,명탐정 코난: 진홍의 연가,2017-04-15,tt5692622,438058,"갑작스러운 폭발로 대혼란에 빠지고 만 오사카의 한 TV 방송국.마치 테러와도 같은 사건. 하지만 범인의 정체는 물론 범행 목적조차 파악되지 않는 상황이 계속되고, 혼란 속에서 코난과 친구들은 헤이지의 약혼자임을 주장하며 당돌하게 대시하는 카루타(일본의 전통 카드 게임) 대회 고교 챔피언 오오카 모미지를 만나 더욱 당황한다.한편, 방송국 폭발과 동시에 교토에서는 카루타 대회 2년 연속 우승자가 살해당하는 사건이 발생하고, 현장의 TV에서는 다름 아닌 모미지의 경기 모습과 함께 한편의 시가 고요히 울려 퍼지고 있었는데......",JP,静野孔文,"타카야마 미나미, 야마구치 캇페이, 야마자키 와카나, 코야마 리키야, 호리카와 료","애니메이션, 범죄, 미스터리, 액션","TMS Entertainment, TOHO, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions",JP,"Bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Hyakunin Isshu, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Hattori and Toyama Kazuha. They get rescued just in time by Conan , who rushes to the scene. Both the identity and purposes of the bomber are unknown."
20204117,모가디슈,3611510,20210728,2021,액션|드라마,한국,류승완,김윤석|조인성|허준호|구교환|김소진,(주)덱스터스튜디오|(주)외유내강|(주)필름케이,롯데컬처웍스(주)롯데엔터테인먼트,모가디슈,2021-07-28,tt14810692,607844,"유엔 가입을 위해 다수의 투표권을 지닌 아프리카 대륙에서 열심히 외교 활동을 벌이던 1990년. 소말리아의 수도 모가디슈에서도 남북의 외교전은 불이 붙는다. 한신성 주소말리아 한국 대사와 안기부 출신의 강대진 참사관, 북한의 림용수 대사와 태준기 참사관은 함정을 파거나 거짓 정보를 흘려가며 서로를 견제한다. 한편 소말리아의 상황은 불안하기 그지없다. 부패한 독재정권을 몰아내려는 반군과 정부군의 대치는 1990년 12월 30일 반군이 수도 모가디슈에 입성하면서 내전으로 번진다. 통신은 물론 항공편마저 끊겨 아수라장이 된 모가디슈. 북한 대사관 사람들은 반군의 공격으로 갈 곳을 잃고, 한신성 대사는 도움을 요청한 북한 사람들을 관저로 들이는데...",KR,류승완,"김윤석, 조인성, 허준호, 김소진, 정만식","전쟁, 액션, 스릴러, 드라마, 역사","Filmmaker R&K, Dexter Studios, filmK",KR,Diplomats from the North and South Korean embassies in Somalia attempt a daring joint escape from Mogadishu when the outbreak of civil war leaves them stranded.
20145242,모데카이,32208,20150218,2015,액션|코미디,미국,데이빗 코엡,조니 뎁|기네스 팰트로우|이완 맥그리거,,(주)나이너스엔터테인먼트,모데카이,2015-01-21,tt3045616,210860,"사기도 예술이다! 천재 사기꾼 ‘모데카이’가 전세계를 속인다!  전세계 미술 수집가들이 노리는 꿈의 작품,  세상에 단 한번도 공개된 적 없는 고야의 명작 ‘웰링턴의 공작부인’이 복원 도중 감쪽같이 사라진다! 예술작품 딜러이자 미술광인 ‘모데카이’(조니 뎁)는 한때 잘 나가는 영국 귀족이었으나 현재는 재정난으로 파산 직전에 대저택마저 잃을 위기에 놓여있다. 때마침 그의 대학동창이자 MI5 요원 ‘마트랜드’(이완 맥그리거)로부터 복원가를 죽인 범인과 사라진 그림을 찾아오라는 제안을 받는다.  모데카이는 그의 충성스런 하인 ‘조크’와 그림의 행적을 따라가던 중 그 속에 나치의 비밀 계좌번호가 숨겨져 있음을 알게 되고, 때문에 러시아 집권층은 물론 이슬람 테러리스트, 중국 마피아, 예술품 밀매업자, 미국 최고의 억만장자까지 쫓고 쫓기는 추격전이 벌어진다. 하지만 의외의 인물인 모데카이의 부인 ‘조한나’(기네스 팰트로)가 이 모든 사건의 열쇠를 쥐고 은밀하게 움직이기 시작하는데…  전설의 그림을 차지하기 위한 기상천외한 한탕이 시작된다!",US,데이빗 코엡,"조니 뎁, 기네스 팰트로, 이완 맥그리거, 폴 베타니, Jonny Pasvolsky","코미디, 모험","Lionsgate, Mad Chance, Infinitum Nihil, OddLot Entertainment, Huayi Brothers Pictures",US,"An art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold."
20200155,모어,2805,20220623,2021,다큐멘터리,한국,이일하,예브게니 슈테판|존 카메론 밋첼|모지민,,(주)엣나인필름,모어,2021-09-11,tt15296568,862664,"발레리나, 뮤지컬 배우, 안무가, 작가 누군가의 자식, 친구, 연인 성소수자, 드랙퀸, 끼순이 그리고 토슈즈 신는 미친X… 이 세상 어디에도 속할 수 없는 나 인생은 쇼, 내 이름은 모어!  2022년 6월, 진짜 튀는 무대를 보여줄게!",KR,이일하,,다큐멘터리,exposed film,KR,"Night falls on the city, and More′s splendid and daring show begins. More, a drag queen at a club in Itaewon, Seoul, is a transgender who wanted to become a ballerina. The audience cheers, but More is fed up with the gig he/she has been doing for 20 years. Around that time, he/she is cast for the ""Stonewall Riots 50th Anniversary"" performance in New York and finally get a chance to go on stage in toe shoes."
20170670,목격자,2519516,20180815,2017,스릴러,한국,조규장,이성민|김상호|진경|곽시양|김수영,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),목격자,2018-08-15,tt8865562,529569,"모두가 잠든 새벽, 비명소리를 듣고 베란다에 나간 ‘상훈’은 살인사건을 목격하게 된다. 신고를 하려던 순간, 손가락을 까딱거리며  자신의 아파트 층수를 세는 범인 ‘태호’와 눈이 마주치게 되는데…",KR,Cho Kyu-jang,"이성민, 김상호, 진경, 곽시양, Bae Jung-hwa","스릴러, 범죄","AD406, Next Entertainment World",KR,An ordinary man witnesses a cruel murder and becomes entangled in circumstances out of his control.
20170670,목격자,2519516,20180815,2017,스릴러,한국,조규장,이성민|김상호|진경|곽시양|김수영,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),목격자,2024-06-15,,1386690,풀리지 않은 살인사건... 유일한 목격자... 인공지능 자동차?,KR,양익준,,,,KR,Unsolved murder case... the only witness... an AI car?
20170321,목소리의 형태,264157,20170509,2016,애니메이션|멜로/로맨스,일본,야마다 나오코,이리노 미유|하야미 사오리|유키 아오이|오노 켄쇼|카네코 유키,,(주)디스테이션,목소리의 형태,2016-09-17,tt5323662,378064,"따분한 게 질색인 아이, 이시다 쇼야.  간디가 어떤 사람인지, 인류의 진화과정이라든지, 알게뭐람.  어느 날 쇼야의 따분함을 앗아갈 전학생이 나타났다. 니시미야 쇼코. 그 아이는 귀가 들리지 않는다고 한다.  쇼야의 짓궂은 장난에도 늘, 생글생글 웃고만 있다. 짜증난다.  그의 괴롭힘에 쇼코는 결국 전학을 갔고, 이시다 쇼야는 외톨이가 되었다.  6년 후, 더 이상 이렇게 살아봐야 의미가 없음을 느낀 쇼야는 마지막으로 쇼코를 찾아간다.  처음으로 전해진 두 사람의 목소리. 두 사람의 만남이 교실을, 학교를,  그리고 쇼야의 인생, 쇼코의 인생을 바꾸기 시작한다.",JP,야마다 나오코,"이리노 미유, 하야미 사오리, 유우키 아오이, 오노 켄쇼, 카네코 유키","애니메이션, 드라마, 로맨스","Kyoto Animation, ABC Animation, Kodansha, Pony Canyon, Quaras, Shochiku",JP,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?"
20155223,목숨 건 연애,44843,20161214,2016,멜로/로맨스|코미디,한국|대만|중국,송민규,하지원|천정명|진백림|윤소희|오정세,(주)비에이엔터테인먼트,오퍼스픽쳐스(유),목숨 건 연애,2016-12-14,tt6343000,431251,"동네 사람 모두를 살인범으로 의심해 경찰은 물론 이웃들 사이에서도 이태원 민폐녀로 통하는 추리소설작가 한제인. 차기작 구성만 5년 째, 출판사에서도 포기 직전인 그녀는 이태원 연쇄살인사건을 모티브로 신작을 쓰기로 결심한다. 그러던 어느 날, 남다른 촉으로  위층에서 살인사건의 정황을 포착하게 되는데 경찰은 그녀의 말을 믿어주지 않는다. 이 참에 직접 살인범을 잡아 이태원 민폐녀에서 베스트셀러 작가로 명예회복을 결심한 제인. 이태원지구대 순경인 소꿉친구 설록환의 전폭적인 지원과 제인의 팬이자 날카로운 추리력까지 겸비한 정체불명의 매력남 제이슨의 도움을 얻어 본격적인 범인 추적에 나서는데…",KR,Song Min-gyu,"하지원, 천정명, 진백림, 윤소희, 오정세","로맨스, 스릴러, 코미디","BA Entertainment, Opus Pictures",KR,"Je-In  is a mystery novel writer. She chases after a serial killer with her longtime friend Rok-Hwan. Rok-Hwan is a detective. A handsome and mysterious man, Jason, appears in front of them."
